Rank|Dyck Word|Characters Number
1993|(()()(()()())(()))|18
1994|(()()(()()())()())|18
1995|(()()(()())((())))|18
1996|(()()(()())(()()))|18
1997|(()()(()())(())())|18
1998|(()()(()())()(()))|18
1999|(()()(()())()()())|18
2000|(()()(())(((()))))|18
2001|(()()(())((()())))|18
2002|(()()(())((())()))|18
2003|(()()(())((()))())|18
2004|(()()(())(()(())))|18
2005|(()()(())(()()()))|18
2006|(()()(())(()())())|18
2007|(()()(())(())(()))|18
2008|(()()(())(())()())|18
2009|(()()(())()((())))|18
2010|(()()(())()(()()))|18
2011|(()()(())()(())())|18
2012|(()()(())()()(()))|18
2013|(()()(())()()()())|18
2014|(()()()((((())))))|18
2015|(()()()(((()()))))|18
2016|(()()()(((())())))|18
2017|(()()()(((()))()))|18
2018|(()()()(((())))())|18
2019|(()()()((()(()))))|18
2020|(()()()((()()())))|18
2021|(()()()((()())()))|18
2022|(()()()((()()))())|18
2023|(()()()((())(())))|18
2024|(()()()((())()()))|18
2025|(()()()((())())())|18
2026|(()()()((()))(()))|18
2027|(()()()((()))()())|18
2028|(()()()(()((()))))|18
2029|(()()()(()(()())))|18
2030|(()()()(()(())()))|18
2031|(()()()(()(()))())|18
2032|(()()()(()()(())))|18
2033|(()()()(()()()()))|18
2034|(()()()(()()())())|18
2035|(()()()(()())(()))|18
2036|(()()()(()())()())|18
2037|(()()()(())((())))|18
2038|(()()()(())(()()))|18
2039|(()()()(())(())())|18
2040|(()()()(())()(()))|18
2041|(()()()(())()()())|18
2042|(()()()()(((()))))|18
2043|(()()()()((()())))|18
2044|(()()()()((())()))|18
2045|(()()()()((()))())|18
2046|(()()()()(()(())))|18
2047|(()()()()(()()()))|18
